attack,base_total,capture_rate,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,trainer_id,id
59,362,45,50,1000000,1.3,77,Amaura,88.1,698,67,63,46,rock,ice,25.2,6,0,845,699
77,521,45,72,1000000,2.7,123,Aurorus,88.1,699,99,92,58,rock,ice,225,6,0,1094,700
65,525,45,65,1000000,1,95,Sylveon,88.1,700,110,130,60,fairy,,23.5,6,0,1219,701
92,500,100,75,1000000,0.8,78,Hawlucha,50,701,74,63,118,fighting,flying,21.5,6,0,1015,702
58,431,180,57,1000000,0.2,67,Dedenne,50,702,81,67,101,electric,fairy,2.2,6,0,171,703
50,500,60,150,1250000,0.3,50,Carbink,,703,50,150,50,rock,fairy,5.7,6,0,949,704
50,300,45,35,1250000,0.3,45,Goomy,50,704,55,75,40,dragon,,2.8,6,0,203,705
75,452,45,53,1250000,0.8,68,Sliggoo,50,705,83,113,60,dragon,,17.5,6,0,554,706
100,600,45,70,1250000,2,90,Goodra,50,706,110,150,80,dragon,,150.5,6,0,336,707
80,470,75,91,800000,0.2,57,Klefki,50,707,80,87,75,steel,fairy,3,6,0,625,708
70,309,120,48,1000000,0.4,43,Phantump,50,708,50,60,38,ghost,grass,7,6,0,424,709
110,474,60,76,1000000,1.5,85,Trevenant,50,709,65,82,56,ghost,grass,71,6,0,827,710
66,335,120,70,1000000,0.8,59,Pumpkaboo,50,710,44,55,41,ghost,grass,15,6,0,556,711
100,494,60,122,1000000,1.7,85,Gourgeist,50,711,58,75,54,ghost,grass,39,6,0,852,712
69,304,190,85,1000000,1,55,Bergmite,50,712,32,35,28,ice,,99.5,6,0,987,713
117,514,55,184,1000000,2,95,Avalugg,50,713,44,46,28,ice,,505,6,0,806,714
30,245,190,35,1000000,0.5,40,Noibat,50,714,45,40,55,flying,dragon,8,6,0,361,715
70,535,45,80,1000000,1.5,85,Noivern,50,715,97,80,123,flying,dragon,85,6,0,94,716
131,680,45,95,1250000,3,126,Xerneas,,716,131,98,99,fairy,,215,6,1,731,717
131,680,45,95,1250000,5.8,126,Yveltal,,717,131,98,99,dark,flying,203,6,1,325,718
100,708,3,121,1250000,5,216,Zygarde,,718,91,95,85,dragon,ground,284.6,6,1,844,719
160,700,3,110,1250000,0.7,50,Diancie,,719,160,110,110,rock,fairy,8.8,6,1,434,720
160,680,3,60,1250000,,80,Hoopa,,720,170,130,80,psychic,ghost,,6,1,63,721
110,600,3,120,1250000,1.7,80,Volcanion,,721,130,90,70,fire,water,195,6,1,429,722
55,320,45,55,1059860,0.3,68,Rowlet,88.1,722,50,50,42,grass,flying,1.5,7,0,521,723
75,420,45,75,1059860,0.7,78,Dartrix,88.1,723,70,70,52,grass,flying,16,7,0,48,724
107,530,45,75,1059860,1.6,78,Decidueye,88.1,724,100,100,70,grass,ghost,36.6,7,0,1314,725
65,320,45,40,1059860,0.4,45,Litten,88.1,725,60,40,70,fire,,4.3,7,0,1074,726
85,420,45,50,1059860,0.7,65,Torracat,88.1,726,80,50,90,fire,,25,7,0,579,727
115,530,45,90,1059860,1.8,95,Incineroar,88.1,727,80,90,60,fire,dark,83,7,0,1278,728
54,320,45,54,1059860,0.4,50,Popplio,88.1,728,66,56,40,water,,7.5,7,0,1026,729
69,420,45,69,1059860,0.6,60,Brionne,88.1,729,91,81,50,water,,17.5,7,0,598,730
74,530,45,74,1059860,1.8,80,Primarina,88.1,730,126,116,60,water,fairy,44,7,0,980,731
75,265,255,30,1000000,0.3,35,Pikipek,50,731,30,30,65,normal,flying,1.2,7,0,914,732
85,355,120,50,1000000,0.6,55,Trumbeak,50,732,40,50,75,normal,flying,14.8,7,0,774,733
120,485,45,75,1000000,1.1,80,Toucannon,50,733,75,75,60,normal,flying,26,7,0,245,734
70,253,255,30,1000000,0.4,48,Yungoos,50,734,30,30,45,normal,,6,7,0,725,735
110,418,127,60,1000000,0.7,88,Gumshoos,50,735,55,60,45,normal,,14.2,7,0,430,736
62,300,255,45,1000000,0.4,47,Grubbin,50,736,55,45,46,bug,,4.4,7,0,282,737
82,400,120,95,1000000,0.5,57,Charjabug,50,737,55,75,36,bug,electric,10.5,7,0,378,738
70,500,45,90,1000000,1.5,77,Vikavolt,50,738,145,75,43,bug,electric,45,7,0,96,739
82,338,225,57,1000000,0.6,47,Crabrawler,50,739,42,47,63,fighting,,7,7,0,582,740
132,478,60,77,1000000,1.7,97,Crabominable,50,740,62,67,43,fighting,ice,180,7,0,924,741
70,476,45,70,1000000,0.6,75,Oricorio,24.6,741,98,70,93,fire,flying,3.4,7,0,369,742
45,304,190,40,1000000,0.1,40,Cutiefly,50,742,55,40,84,bug,fairy,0.2,7,0,140,743
55,464,75,60,1000000,0.2,60,Ribombee,50,743,95,70,124,bug,fairy,0.5,7,0,968,744
65,280,190,40,1000000,0.5,45,Rockruff,50,744,30,40,60,rock,,9.2,7,0,1334,745
115,487,90,75,1000000,,85,Lycanroc,50,745,55,75,82,rock,,,7,0,1263,746
140,620,60,130,800000,0.2,45,Wishiwashi,50,746,140,135,30,water,,0.3,7,0,1017,747
53,305,190,62,1000000,0.4,50,Mareanie,50,747,43,52,45,poison,water,8,7,0,997,748
63,495,75,152,1000000,0.7,50,Toxapex,50,748,53,142,35,poison,water,14.5,7,0,837,749
100,385,190,70,1000000,1,70,Mudbray,50,749,45,55,45,ground,,110,7,0,656,750
125,500,60,100,1000000,2.5,100,Mudsdale,50,750,55,85,35,ground,,920,7,0,31,751
40,269,200,52,1000000,0.3,38,Dewpider,50,751,40,72,27,water,bug,4,7,0,1207,752
70,454,100,92,1000000,1.8,68,Araquanid,50,752,50,132,42,water,bug,82,7,0,518,753
55,250,190,35,1000000,0.3,40,Fomantis,50,753,50,35,35,grass,,1.5,7,0,208,754
105,480,75,90,1000000,0.9,70,Lurantis,50,754,80,90,45,grass,,18.5,7,0,934,755
35,285,190,55,1000000,0.2,40,Morelull,50,755,65,75,15,grass,fairy,1.5,7,0,851,756
45,405,75,80,1000000,1,60,Shiinotic,50,756,90,100,30,grass,fairy,11.5,7,0,765,757
44,320,120,40,1000000,0.6,48,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0,196,758
64,480,45,60,1000000,1.2,68,Salazzle,0,758,111,60,117,poison,fire,22.2,7,0,266,759
75,340,140,50,1000000,0.5,70,Stufful,50,759,45,50,50,normal,fighting,6.8,7,0,602,760
125,500,70,80,1000000,2.1,120,Bewear,50,760,55,60,60,normal,fighting,135,7,0,707,761
30,210,235,38,1059860,0.3,42,Bounsweet,0,761,30,38,32,grass,,3.2,7,0,967,762
40,290,120,48,1059860,0.7,52,Steenee,0,762,40,48,62,grass,,8.2,7,0,1214,763
120,510,45,98,1059860,1.2,72,Tsareena,0,763,50,98,72,grass,,21.4,7,0,1256,764
52,485,60,90,800000,0.1,51,Comfey,24.6,764,82,110,100,fairy,,0.3,7,0,1067,765
60,490,45,80,1250000,1.5,90,Oranguru,50,765,90,110,60,normal,psychic,76,7,0,906,766
120,490,45,90,1250000,2,100,Passimian,50,766,40,60,80,fighting,,82.8,7,0,1215,767
35,230,90,40,1000000,0.5,25,Wimpod,50,767,20,30,80,bug,water,12,7,0,641,768
125,530,45,140,1000000,2,75,Golisopod,50,768,60,90,40,bug,water,108,7,0,195,769
55,320,140,80,1000000,0.5,55,Sandygast,50,769,70,45,15,ghost,ground,70,7,0,355,770
75,480,60,110,1000000,1.3,85,Palossand,50,770,100,75,35,ghost,ground,250,7,0,757,771
60,410,60,130,800000,0.3,55,Pyukumuku,50,771,30,130,5,water,,1.2,7,0,832,772
95,534,3,95,1250000,1.9,95,Type: Null,,772,95,95,59,normal,,120.5,7,0,354,773
95,570,3,95,1250000,2.3,95,Silvally,,773,95,95,95,normal,,100.5,7,0,1107,774
100,500,30 (Meteorite)255 (Core),60,1059860,0.3,60,Minior,,774,100,60,120,rock,flying,40,7,0,1010,775
115,480,45,65,1250000,0.4,65,Komala,50,775,75,95,65,normal,,19.9,7,0,677,776
78,485,70,135,1000000,2,60,Turtonator,50,776,91,85,36,fire,dragon,212,7,0,563,777
98,435,180,63,1000000,0.3,65,Togedemaru,50,777,40,73,96,electric,steel,3.3,7,0,1313,778
90,476,45,80,1000000,0.2,55,Mimikyu,50,778,50,105,96,ghost,fairy,0.7,7,0,751,779
105,475,80,70,1000000,0.9,68,Bruxish,50,779,70,70,92,water,psychic,19,7,0,1075,780
60,485,70,85,1000000,3,78,Drampa,50,780,135,91,36,normal,dragon,185,7,0,61,781
131,517,25,100,1000000,3.9,70,Dhelmise,,781,86,90,40,ghost,grass,210,7,0,348,782
55,300,45,65,1250000,0.6,45,Jangmo-o,50,782,45,45,45,dragon,,29.7,7,0,1222,783
75,420,45,90,1250000,1.2,55,Hakamo-o,50,783,65,70,65,dragon,fighting,47,7,0,1087,784
110,600,45,125,1250000,1.6,75,Kommo-o,50,784,100,105,85,dragon,fighting,78.2,7,0,155,785
115,570,3,85,1250000,1.8,70,Tapu Koko,,785,95,75,130,electric,fairy,20.5,7,1,694,786
85,570,3,75,1250000,1.2,70,Tapu Lele,,786,130,115,95,psychic,fairy,18.6,7,1,1223,787
130,570,3,115,1250000,1.9,70,Tapu Bulu,,787,85,95,75,grass,fairy,45.5,7,1,429,788
75,570,3,115,1250000,1.3,70,Tapu Fini,,788,95,130,85,water,fairy,21.2,7,1,266,789
29,200,45,31,1250000,0.2,43,Cosmog,,789,29,31,37,psychic,,0.1,7,1,343,790
29,400,45,131,1250000,0.1,43,Cosmoem,,790,29,131,37,psychic,,999.9,7,1,835,791
137,680,45,107,1250000,3.4,137,Solgaleo,,791,113,89,97,psychic,steel,230,7,1,1005,792
113,680,45,89,1250000,4,137,Lunala,,792,137,107,97,psychic,ghost,120,7,1,230,793
53,570,45,47,1250000,1.2,109,Nihilego,,793,127,131,103,rock,poison,55.5,7,1,315,794
139,570,25,139,1250000,2.4,107,Buzzwole,,794,53,53,79,bug,fighting,333.6,7,1,860,795
137,570,255,37,1250000,1.8,71,Pheromosa,,795,137,37,151,bug,fighting,25,7,1,1288,796
89,570,30,71,1250000,3.8,83,Xurkitree,,796,173,71,83,electric,,100,7,1,1325,797
101,570,25,103,1250000,9.2,97,Celesteela,,797,107,101,61,steel,flying,999.9,7,1,578,798
181,570,255,131,1250000,0.3,59,Kartana,,798,59,31,109,grass,steel,0.1,7,1,185,799
101,570,15,53,1250000,5.5,223,Guzzlord,,799,97,53,43,dark,dragon,888,7,1,1000,800
107,600,3,101,1250000,2.4,97,Necrozma,,800,127,89,79,psychic,,230,7,1,449,801
95,600,3,115,1250000,1,80,Magearna,,801,130,115,65,steel,fairy,80.5,7,1,549,802
49,318,45,49,1059860,0.7,45,Bulbasaur,88.1,1,65,65,45,grass,poison,6.9,1,0,1204,803
62,405,45,63,1059860,1,60,Ivysaur,88.1,2,80,80,60,grass,poison,13,1,0,992,804
100,625,45,123,1059860,2,80,Venusaur,88.1,3,122,120,80,grass,poison,100,1,0,813,805
52,309,45,43,1059860,0.6,39,Charmander,88.1,4,60,50,65,fire,,8.5,1,0,860,806
64,405,45,58,1059860,1.1,58,Charmeleon,88.1,5,80,65,80,fire,,19,1,0,763,807
104,634,45,78,1059860,1.7,78,Charizard,88.1,6,159,115,100,fire,flying,90.5,1,0,1319,808
48,314,45,65,1059860,0.5,44,Squirtle,88.1,7,50,64,43,water,,9,1,0,747,809
63,405,45,80,1059860,1,59,Wartortle,88.1,8,65,80,58,water,,22.5,1,0,276,810
103,630,45,120,1059860,1.6,79,Blastoise,88.1,9,135,115,78,water,,85.5,1,0,639,811
30,195,255,35,1000000,0.3,45,Caterpie,50,10,20,20,45,bug,,2.9,1,0,1069,812
20,205,120,55,1000000,0.7,50,Metapod,50,11,25,25,30,bug,,9.9,1,0,1008,813
45,395,45,50,1000000,1.1,60,Butterfree,50,12,90,80,70,bug,flying,32,1,0,681,814
35,195,255,30,1000000,0.3,40,Weedle,50,13,20,20,50,bug,poison,3.2,1,0,508,815
25,205,120,50,1000000,0.6,45,Kakuna,50,14,25,25,35,bug,poison,10,1,0,17,816
150,495,45,40,1000000,1,65,Beedrill,50,15,15,80,145,bug,poison,29.5,1,0,278,817
45,251,255,40,1059860,0.3,40,Pidgey,50,16,35,35,56,normal,flying,1.8,1,0,566,818
60,349,120,55,1059860,1.1,63,Pidgeotto,50,17,50,50,71,normal,flying,30,1,0,1329,819
80,579,45,80,1059860,1.5,83,Pidgeot,50,18,135,80,121,normal,flying,39.5,1,0,1103,820
56,253,255,35,1000000,,30,Rattata,50,19,25,35,72,normal,dark,,1,0,1047,821
71,413,127,70,1000000,,75,Raticate,50,20,40,80,77,normal,dark,,1,0,314,822
60,262,255,30,1000000,0.3,40,Spearow,50,21,31,31,70,normal,flying,2,1,0,552,823
90,442,90,65,1000000,1.2,65,Fearow,50,22,61,61,100,normal,flying,38,1,0,993,824
60,288,255,44,1000000,2,35,Ekans,50,23,40,54,55,poison,,6.9,1,0,456,825
95,448,90,69,1000000,3.5,60,Arbok,50,24,65,79,80,poison,,65,1,0,482,826
55,320,190,40,1000000,0.4,35,Pikachu,50,25,50,50,90,electric,,6,1,0,471,827
85,485,75,50,1000000,,60,Raichu,50,26,95,85,110,electric,electric,,1,0,125,828
75,300,255,90,1000000,,50,Sandshrew,50,27,10,35,40,ground,ice,,1,0,341,829
100,450,90,120,1000000,,75,Sandslash,50,28,25,65,65,ground,ice,,1,0,857,830
47,275,235,52,1059860,0.4,55,Nidoranâ™€,0,29,40,40,41,poison,,7,1,0,989,831
62,365,120,67,1059860,0.8,70,Nidorina,0,30,55,55,56,poison,,20,1,0,827,832
92,505,45,87,1059860,1.3,90,Nidoqueen,0,31,75,85,76,poison,ground,60,1,0,771,833
57,273,235,40,1059860,0.5,46,Nidoranâ™‚,100,32,40,40,50,poison,,9,1,0,435,834
72,365,120,57,1059860,0.9,61,Nidorino,100,33,55,55,65,poison,,19.5,1,0,414,835
102,505,45,77,1059860,1.4,81,Nidoking,100,34,85,75,85,poison,ground,62,1,0,652,836
45,323,150,48,800000,0.6,70,Clefairy,24.6,35,60,65,35,fairy,,7.5,1,0,85,837
70,483,25,73,800000,1.3,95,Clefable,24.6,36,95,90,60,fairy,,40,1,0,804,838
41,299,190,40,1000000,,38,Vulpix,24.6,37,50,65,65,fire,ice,,1,0,967,839
67,505,75,75,1000000,,73,Ninetales,24.6,38,81,100,109,fire,ice,,1,0,1205,840
45,270,170,20,800000,0.5,115,Jigglypuff,24.6,39,45,25,20,normal,fairy,5.5,1,0,437,841
70,435,50,45,800000,1,140,Wigglytuff,24.6,40,85,50,45,normal,fairy,12,1,0,789,842
45,245,255,35,1000000,0.8,40,Zubat,50,41,30,40,55,poison,flying,7.5,1,0,308,843
80,455,90,70,1000000,1.6,75,Golbat,50,42,65,75,90,poison,flying,55,1,0,154,844
50,320,255,55,1059860,0.5,45,Oddish,50,43,75,65,30,grass,poison,5.4,1,0,699,845
65,395,120,70,1059860,0.8,60,Gloom,50,44,85,75,40,grass,poison,8.6,1,0,391,846
80,490,45,85,1059860,1.2,75,Vileplume,50,45,110,90,50,grass,poison,18.6,1,0,49,847
70,285,190,55,1000000,0.3,35,Paras,50,46,45,55,25,bug,grass,5.4,1,0,440,848
95,405,75,80,1000000,1,60,Parasect,50,47,60,80,30,bug,grass,29.5,1,0,546,849
55,305,190,50,1000000,1,60,Venonat,50,48,40,55,45,bug,poison,30,1,0,1150,850
65,450,75,60,1000000,1.5,70,Venomoth,50,49,90,75,90,bug,poison,12.5,1,0,473,851
55,265,255,30,1000000,,10,Diglett,50,50,35,45,90,ground,ground,,1,0,518,852
100,425,50,60,1000000,,35,Dugtrio,50,51,50,70,110,ground,ground,,1,0,94,853
35,290,255,35,1000000,,40,Meowth,50,52,50,40,90,normal,dark,,1,0,1258,854
60,440,90,60,1000000,,65,Persian,50,53,75,65,115,normal,dark,,1,0,775,855
52,320,190,48,1000000,0.8,50,Psyduck,50,54,65,50,55,water,,19.6,1,0,861,856
82,500,75,78,1000000,1.7,80,Golduck,50,55,95,80,85,water,,76.6,1,0,408,857
80,305,190,35,1000000,0.5,40,Mankey,50,56,35,45,70,fighting,,28,1,0,716,858
105,455,75,60,1000000,1,65,Primeape,50,57,60,70,95,fighting,,32,1,0,220,859
70,350,190,45,1250000,0.7,55,Growlithe,75.4,58,70,50,60,fire,,19,1,0,900,860
110,555,75,80,1250000,1.9,90,Arcanine,75.4,59,100,80,95,fire,,155,1,0,631,861
50,300,255,40,1059860,0.6,40,Poliwag,50,60,40,40,90,water,,12.4,1,0,1334,862
65,385,120,65,1059860,1,65,Poliwhirl,50,61,50,50,90,water,,20,1,0,688,863
95,510,45,95,1059860,1.3,90,Poliwrath,50,62,70,90,70,water,fighting,54,1,0,954,864
20,310,200,15,1059860,0.9,25,Abra,75.4,63,105,55,90,psychic,,19.5,1,0,799,865
35,400,100,30,1059860,1.3,40,Kadabra,75.4,64,120,70,105,psychic,,56.5,1,0,443,866
50,600,50,65,1059860,1.5,55,Alakazam,75.4,65,175,105,150,psychic,,48,1,0,937,867
80,305,180,50,1059860,0.8,70,Machop,75.4,66,35,35,35,fighting,,19.5,1,0,1185,868
100,405,90,70,1059860,1.5,80,Machoke,75.4,67,50,60,45,fighting,,70.5,1,0,897,869
130,505,45,80,1059860,1.6,90,Machamp,75.4,68,65,85,55,fighting,,130,1,0,1207,870
75,300,255,35,1059860,0.7,50,Bellsprout,50,69,70,30,40,grass,poison,4,1,0,1147,871
90,390,120,50,1059860,1,65,Weepinbell,50,70,85,45,55,grass,poison,6.4,1,0,319,872
105,490,45,65,1059860,1.7,80,Victreebel,50,71,100,70,70,grass,poison,15.5,1,0,452,873
40,335,190,35,1250000,0.9,40,Tentacool,50,72,50,100,70,water,poison,45.5,1,0,74,874
70,515,60,65,1250000,1.6,80,Tentacruel,50,73,80,120,100,water,poison,55,1,0,1159,875
80,300,255,100,1059860,,40,Geodude,50,74,30,30,20,rock,ground,,1,0,837,876
95,390,120,115,1059860,,55,Graveler,50,75,45,45,35,rock,ground,,1,0,916,877
120,495,45,130,1059860,,80,Golem,50,76,55,65,45,rock,ground,,1,0,1178,878
85,410,190,55,1000000,1,50,Ponyta,50,77,65,65,90,fire,,30,1,0,477,879
100,500,60,70,1000000,1.7,65,Rapidash,50,78,80,80,105,fire,,95,1,0,386,880
65,315,190,65,1000000,1.2,90,Slowpoke,50,79,40,40,15,water,psychic,36,1,0,502,881
75,590,75,180,1000000,1.6,95,Slowbro,50,80,130,80,30,water,psychic,78.5,1,0,779,882
35,325,190,70,1000000,0.3,25,Magnemite,,81,95,55,45,electric,steel,6,1,0,133,883
60,465,60,95,1000000,1,50,Magneton,,82,120,70,70,electric,steel,60,1,0,972,884
90,377,45,55,1000000,0.8,52,Farfetch'd,50,83,58,62,60,normal,flying,15,1,0,251,885
85,310,190,45,1000000,1.4,35,Doduo,50,84,35,35,75,normal,flying,39.2,1,0,578,886
110,470,45,70,1000000,1.8,60,Dodrio,50,85,60,60,110,normal,flying,85.2,1,0,785,887
45,325,190,55,1000000,1.1,65,Seel,50,86,45,70,45,water,,90,1,0,202,888
70,475,75,80,1000000,1.7,90,Dewgong,50,87,70,95,70,water,ice,120,1,0,1227,889
80,325,190,50,1000000,,80,Grimer,50,88,40,50,25,poison,poison,,1,0,460,890
105,500,75,75,1000000,,105,Muk,50,89,65,100,50,poison,poison,,1,0,1287,891
65,305,190,100,1250000,0.3,30,Shellder,50,90,45,25,40,water,,4,1,0,457,892
95,525,60,180,1250000,1.5,50,Cloyster,50,91,85,45,70,water,ice,132.5,1,0,899,893
35,310,190,30,1059860,1.3,30,Gastly,50,92,100,35,80,ghost,poison,0.1,1,0,598,894
50,405,90,45,1059860,1.6,45,Haunter,50,93,115,55,95,ghost,poison,0.1,1,0,665,895
65,600,45,80,1059860,1.5,60,Gengar,50,94,170,95,130,ghost,poison,40.5,1,0,311,896
45,385,45,160,1000000,8.8,35,Onix,50,95,30,45,70,rock,ground,210,1,0,1117,897
48,328,190,45,1000000,1,60,Drowzee,50,96,43,90,42,psychic,,32.4,1,0,1162,898
73,483,75,70,1000000,1.6,85,Hypno,50,97,73,115,67,psychic,,75.6,1,0,665,899
105,325,225,90,1000000,0.4,30,Krabby,50,98,25,25,50,water,,6.5,1,0,1214,900
130,475,60,115,1000000,1.3,55,Kingler,50,99,50,50,75,water,,60,1,0,459,901
30,330,190,50,1000000,0.5,40,Voltorb,,100,55,55,100,electric,,10.4,1,0,174,902
50,490,60,70,1000000,1.2,60,Electrode,,101,80,80,150,electric,,66.6,1,0,1132,903
40,325,90,80,1250000,0.4,60,Exeggcute,50,102,60,45,40,grass,psychic,2.5,1,0,1333,904
105,530,45,85,1250000,,95,Exeggutor,50,103,125,75,45,grass,psychic,,1,0,651,905
50,320,190,95,1000000,0.4,50,Cubone,50,104,40,50,35,ground,,6.5,1,0,248,906
80,425,75,110,1000000,,60,Marowak,50,105,50,80,45,ground,fire,,1,0,564,907
120,455,45,53,1000000,1.5,50,Hitmonlee,100,106,35,110,87,fighting,,49.8,1,0,832,908
105,455,45,79,1000000,1.4,50,Hitmonchan,100,107,35,110,76,fighting,,50.2,1,0,169,909
55,385,45,75,1000000,1.2,90,Lickitung,50,108,60,75,30,normal,,65.5,1,0,188,910
65,340,190,95,1000000,0.6,40,Koffing,50,109,60,45,35,poison,,1,1,0,317,911
90,490,60,120,1000000,1.2,65,Weezing,50,110,85,70,60,poison,,9.5,1,0,254,912
85,345,120,95,1250000,1,80,Rhyhorn,50,111,30,30,25,ground,rock,115,1,0,103,913
130,485,60,120,1250000,1.9,105,Rhydon,50,112,45,45,40,ground,rock,120,1,0,173,914
5,450,30,5,800000,1.1,250,Chansey,0,113,35,105,50,normal,,34.6,1,0,666,915
55,435,45,115,1000000,1,65,Tangela,50,114,100,40,60,grass,,35,1,0,371,916
125,590,45,100,1000000,2.2,105,Kangaskhan,0,115,60,100,100,normal,,80,1,0,593,917
40,295,225,70,1000000,0.4,30,Horsea,50,116,70,25,60,water,,8,1,0,859,918
65,440,75,95,1000000,1.2,55,Seadra,50,117,95,45,85,water,,25,1,0,962,919
67,320,225,60,1000000,0.6,45,Goldeen,50,118,35,50,63,water,,15,1,0,1096,920
92,450,60,65,1000000,1.3,80,Seaking,50,119,65,80,68,water,,39,1,0,1101,921
45,340,225,55,1250000,0.8,30,Staryu,,120,70,55,85,water,,34.5,1,0,1151,922
75,520,60,85,1250000,1.1,60,Starmie,,121,100,85,115,water,psychic,80,1,0,886,923
45,460,45,65,1000000,1.3,40,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5,1,0,777,924
110,500,45,80,1000000,1.5,70,Scyther,50,123,55,80,105,bug,flying,56,1,0,877,925
50,455,45,35,1000000,1.4,65,Jynx,0,124,115,95,95,ice,psychic,40.6,1,0,239,926
83,490,45,57,1000000,1.1,65,Electabuzz,75.4,125,95,85,105,electric,,30,1,0,204,927
95,495,45,57,1000000,1.3,65,Magmar,75.4,126,100,85,93,fire,,44.5,1,0,874,928
155,600,45,120,1250000,1.5,65,Pinsir,50,127,65,90,105,bug,,55,1,0,605,929
100,490,45,95,1250000,1.4,75,Tauros,100,128,40,70,110,normal,,88.4,1,0,196,930
10,200,255,55,1250000,0.9,20,Magikarp,50,129,15,20,80,water,,10,1,0,990,931
155,640,45,109,1250000,6.5,95,Gyarados,50,130,70,130,81,water,flying,235,1,0,429,932
85,535,45,80,1250000,2.5,130,Lapras,50,131,85,95,60,water,ice,220,1,0,398,933
48,288,35,48,1000000,0.3,48,Ditto,,132,48,48,48,normal,,4,1,0,741,934
55,325,45,50,1000000,0.3,55,Eevee,88.1,133,45,65,55,normal,,6.5,1,0,1061,935
65,525,45,60,1000000,1,130,Vaporeon,88.1,134,110,95,65,water,,29,1,0,268,936
65,525,45,60,1000000,0.8,65,Jolteon,88.1,135,110,95,130,electric,,24.5,1,0,1049,937
130,525,45,60,1000000,0.9,65,Flareon,88.1,136,95,110,65,fire,,25,1,0,259,938
60,395,45,70,1000000,0.8,65,Porygon,,137,85,75,40,normal,,36.5,1,0,1112,939
40,355,45,100,1000000,0.4,35,Omanyte,88.1,138,90,55,35,rock,water,7.5,1,0,1308,940
60,495,45,125,1000000,1,70,Omastar,88.1,139,115,70,55,rock,water,35,1,0,697,941
80,355,45,90,1000000,0.5,30,Kabuto,88.1,140,55,45,55,rock,water,11.5,1,0,197,942
115,495,45,105,1000000,1.3,60,Kabutops,88.1,141,65,70,80,rock,water,40.5,1,0,1092,943
135,615,45,85,1250000,1.8,80,Aerodactyl,88.1,142,70,95,150,rock,flying,59,1,0,575,944
110,540,25,65,1250000,2.1,160,Snorlax,88.1,143,65,110,30,normal,,460,1,0,585,945
85,580,3,100,1250000,1.7,90,Articuno,,144,95,125,85,ice,flying,55.4,1,1,142,946
90,580,3,85,1250000,1.6,90,Zapdos,,145,125,90,100,electric,flying,52.6,1,1,939,947
100,580,3,90,1250000,2,90,Moltres,,146,125,85,90,fire,flying,60,1,1,893,948
64,300,45,45,1250000,1.8,41,Dratini,50,147,50,50,50,dragon,,3.3,1,0,508,949
84,420,45,65,1250000,4,61,Dragonair,50,148,70,70,70,dragon,,16.5,1,0,428,950
134,600,45,95,1250000,2.2,91,Dragonite,50,149,100,100,80,dragon,flying,210,1,0,957,951
150,780,3,70,1250000,2,106,Mewtwo,,150,194,120,140,psychic,,122,1,1,944,952
100,600,45,100,1059860,0.4,100,Mew,,151,100,100,100,psychic,,4,1,1,1227,953
49,318,45,65,1059860,0.9,45,Chikorita,88.1,152,49,65,45,grass,,6.4,2,0,325,954
62,405,45,80,1059860,1.2,60,Bayleef,88.1,153,63,80,60,grass,,15.8,2,0,1014,955
82,525,45,100,1059860,1.8,80,Meganium,88.1,154,83,100,80,grass,,100.5,2,0,683,956
52,309,45,43,1059860,0.5,39,Cyndaquil,88.1,155,60,50,65,fire,,7.9,2,0,1133,957
64,405,45,58,1059860,0.9,58,Quilava,88.1,156,80,65,80,fire,,19,2,0,1167,958
84,534,45,78,1059860,1.7,78,Typhlosion,88.1,157,109,85,100,fire,,79.5,2,0,1084,959
65,314,45,64,1059860,0.6,50,Totodile,88.1,158,44,48,43,water,,9.5,2,0,917,960
80,405,45,80,1059860,1.1,65,Croconaw,88.1,159,59,63,58,water,,25,2,0,813,961
105,530,45,100,1059860,2.3,85,Feraligatr,88.1,160,79,83,78,water,,88.8,2,0,65,962
46,215,255,34,1000000,0.8,35,Sentret,50,161,35,45,20,normal,,6,2,0,582,963
76,415,90,64,1000000,1.8,85,Furret,50,162,45,55,90,normal,,32.5,2,0,1066,964
30,262,255,30,1000000,0.7,60,Hoothoot,50,163,36,56,50,normal,flying,21.2,2,0,971,965
50,452,90,50,1000000,1.6,100,Noctowl,50,164,86,96,70,normal,flying,40.8,2,0,932,966
20,265,255,30,800000,1,40,Ledyba,50,165,40,80,55,bug,flying,10.8,2,0,392,967
35,390,90,50,800000,1.4,55,Ledian,50,166,55,110,85,bug,flying,35.6,2,0,213,968
60,250,255,40,800000,0.5,40,Spinarak,50,167,40,40,30,bug,poison,8.5,2,0,583,969
90,400,90,70,800000,1.1,70,Ariados,50,168,60,70,40,bug,poison,33.5,2,0,186,970
90,535,90,80,1000000,1.8,85,Crobat,50,169,70,80,130,poison,flying,75,2,0,121,971
38,330,190,38,1250000,0.5,75,Chinchou,50,170,56,56,67,water,electric,12,2,0,758,972
58,460,75,58,1250000,1.2,125,Lanturn,50,171,76,76,67,water,electric,22.5,2,0,1106,973
40,205,190,15,1000000,0.3,20,Pichu,50,172,35,35,60,electric,,2,2,0,82,974
25,218,150,28,800000,0.3,50,Cleffa,24.6,173,45,55,15,fairy,,3,2,0,726,975
